ticker,company_name,sector,year,source_url_seed,status,notes
AAPL,Apple,Technology,2017,https://www.apple.com/diversity/,review,"Selected usable candidate. Tried 1 candidate(s). downloaded Changed from prior usable year; similarity=0.075. Clean text length: 13334. URL score: 20. Page type: values_subpage. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
AAPL,Apple,Technology,2018,https://www.apple.com/diversity/,review,"Selected usable candidate. Tried 1 candidate(s). downloaded Changed from prior usable year; similarity=0.053. Clean text length: 10775. URL score: 20. Page type: values_subpage. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, community_social_impact, integrity_ethics_trust, financial_performance_growth."
AAPL,Apple,Technology,2019,https://www.apple.com/diversity/,review,"Selected usable candidate. Tried 1 candidate(s). downloaded Changed from prior usable year; similarity=0.199. Clean text length: 11472. URL score: 20. Page type: values_subpage. Themes: innovation, employees_culture, diversity_inclusion, community_social_impact, financial_performance_growth."
AAPL,Apple,Technology,2020,https://www.apple.com/diversity/,review,"Selected usable candidate. Tried 1 candidate(s). downloaded Similar to prior usable year; similarity=1.000. Clean text length: 11472. URL score: 20. Page type: values_subpage. Themes: innovation, employees_culture, diversity_inclusion, community_social_impact, financial_performance_growth."
AAPL,Apple,Technology,2021,https://www.apple.com/diversity/,review,"Selected usable candidate. Tried 1 candidate(s). downloaded Changed from prior usable year; similarity=0.020. Clean text length: 6959. URL score: 20. Page type: values_subpage. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, community_social_impact, financial_performance_growth."
AAPL,Apple,Technology,2022,https://www.apple.com/diversity/,review,"Selected usable candidate. Tried 1 candidate(s). downloaded Changed from prior usable year; similarity=0.306. Clean text length: 7928. URL score: 20. Page type: values_subpage. Themes: innovation, employees_culture, diversity_inclusion, community_social_impact, integrity_ethics_trust."
AAPL,Apple,Technology,2023,https://www.apple.com/diversity/,review,"Selected usable candidate. Tried 1 candidate(s). downloaded Similar to prior usable year; similarity=1.000. Clean text length: 7928. URL score: 20. Page type: values_subpage. Themes: innovation, employees_culture, diversity_inclusion, community_social_impact, integrity_ethics_trust."
AAPL,Apple,Technology,2024,https://www.apple.com/diversity/,review,"Selected usable candidate. Tried 1 candidate(s). downloaded Changed from prior usable year; similarity=0.352. Clean text length: 5831. URL score: 20. Page type: values_subpage. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, financial_performance_growth."
NVDA,NVIDIA,Technology,2016,https://www.nvidia.com/en-us/about-nvidia/,success,"Selected usable candidate. Tried 1 candidate(s). downloaded No reliable prior-year comparison. Clean text length: 2638. URL score: 33. Page type: about_company_page. Themes: innovation, employees_culture, sustainability_environment, community_social_impact, integrity_ethics_trust, financial_performance_growth."
NVDA,NVIDIA,Technology,2017,https://www.nvidia.com/en-us/about-nvidia/,success,"Selected usable candidate. Tried 1 candidate(s). downloaded Changed from prior usable year; similarity=0.048. Clean text length: 1620. URL score: 33. Page type: about_company_page. Themes: innovation, sustainability_environment, financial_performance_growth."
NVDA,NVIDIA,Technology,2018,https://www.nvidia.com/en-us/about-nvidia/,success,"Selected usable candidate. Tried 1 candidate(s). downloaded Similar to prior usable year; similarity=0.942. Clean text length: 1573. URL score: 33. Page type: about_company_page. Themes: innovation, sustainability_environment, financial_performance_growth."
NVDA,NVIDIA,Technology,2019,https://www.nvidia.com/en-us/about-nvidia/,review,Selected usable candidate. Tried 1 candidate(s). downloaded Changed from prior usable year; similarity=0.034. Clean text length: 444. URL score: 36. Page type: about_company_page. Themes: none.
NVDA,NVIDIA,Technology,2020,https://www.nvidia.com/en-us/about-nvidia/,review,Selected usable candidate. Tried 1 candidate(s). downloaded Similar to prior usable year; similarity=1.000. Clean text length: 444. URL score: 36. Page type: about_company_page. Themes: none.
NVDA,NVIDIA,Technology,2021,https://www.nvidia.com/en-us/about-nvidia/,review,Selected usable candidate. Tried 1 candidate(s). downloaded Similar to prior usable year; similarity=1.000. Clean text length: 444. URL score: 36. Page type: about_company_page. Themes: none.
NVDA,NVIDIA,Technology,2022,https://www.nvidia.com/en-us/about-nvidia/,missing,Candidates found but none produced usable text. https://www.nvidia.com/en-us/about-nvidia/ len=398 score=36 bad_text=False | https://www.nvidia.com/en-us/about-nvidia/ len=398 score=36 bad_text=False | https://www.nvidia.com/en-us/about-nvidia/ len=398 score=36 bad_text=False | https://www.nvidia.com/en-us/about-nvidia/ len=398 score=36 bad_text=False | https://www.nvidia.com/en-us/about-nvidia/ len=398 score=36 bad_text=False | https://www.nvidia.com/en-us/about-nvidia/ len=398 score=36 bad_text=False | https://www.nvidia.com/en-us/about-nvidia/ len=398 score=36 bad_text=False | https://www.nvidia.com/en-us/about-nvidia/ len=398 score=36 bad_text=False
NVDA,NVIDIA,Technology,2023,https://www.nvidia.com/en-us/about-nvidia/,success,"Selected usable candidate. Tried 1 candidate(s). downloaded Changed from prior usable year; similarity=0.024. Clean text length: 3355. URL score: 36. Page type: about_company_page. Themes: innovation, customer_focus, employees_culture, sustainability_environment, community_social_impact."
NVDA,NVIDIA,Technology,2024,https://www.nvidia.com/en-us/about-nvidia/,success,"Selected usable candidate. Tried 1 candidate(s). downloaded Changed from prior usable year; similarity=0.174. Clean text length: 2315. URL score: 36. Page type: about_company_page. Themes: innovation, customer_focus, employees_culture, sustainability_environment, community_social_impact, financial_performance_growth."
GOOGL,Alphabet,Technology,2016,https://abc.xyz/,success,"Selected usable candidate. Tried 1 candidate(s). downloaded No reliable prior-year comparison. Clean text length: 3670. URL score: 58. Page type: about_company_page. Themes: innovation, customer_focus, employees_culture, financial_performance_growth."
GOOGL,Alphabet,Technology,2017,https://abc.xyz/,success,"Selected usable candidate. Tried 1 candidate(s). downloaded Similar to prior usable year; similarity=0.993. Clean text length: 3669. URL score: 58. Page type: about_company_page. Themes: innovation, customer_focus, employees_culture, financial_performance_growth."
GOOGL,Alphabet,Technology,2018,https://abc.xyz/,success,"Selected usable candidate. Tried 1 candidate(s). downloaded Changed from prior usable year; similarity=0.160. Clean text length: 2330. URL score: 50. Page type: about_company_page. Themes: innovation, customer_focus, employees_culture, financial_performance_growth."
GOOGL,Alphabet,Technology,2019,https://abc.xyz/,success,"Selected usable candidate. Tried 1 candidate(s). downloaded Similar to prior usable year; similarity=1.000. Clean text length: 2330. URL score: 50. Page type: about_company_page. Themes: innovation, customer_focus, employees_culture, financial_performance_growth."
GOOGL,Alphabet,Technology,2020,https://abc.xyz/,success,"Selected usable candidate. Tried 1 candidate(s). downloaded Changed from prior usable year; similarity=0.068. Clean text length: 1939. URL score: 50. Page type: about_company_page. Themes: innovation, customer_focus."
GOOGL,Alphabet,Technology,2021,https://abc.xyz/,review,"Selected usable candidate. Tried 1 candidate(s). downloaded Changed from prior usable year; similarity=0.015. Clean text length: 5698. URL score: 18. Page type: domain_discovered_page. Themes: innovation, customer_focus, employees_culture, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
GOOGL,Alphabet,Technology,2022,https://abc.xyz/,review,"Selected usable candidate. Tried 1 candidate(s). downloaded Similar to prior usable year; similarity=1.000. Clean text length: 5698. URL score: 18. Page type: domain_discovered_page. Themes: innovation, customer_focus, employees_culture, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
GOOGL,Alphabet,Technology,2023,https://abc.xyz/,review,"Selected usable candidate. Tried 1 candidate(s). downloaded Similar to prior usable year; similarity=0.962. Clean text length: 5738. URL score: 18. Page type: domain_discovered_page. Themes: innovation, customer_focus, employees_culture, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
GOOGL,Alphabet,Technology,2024,https://abc.xyz/,review,"Selected usable candidate. Tried 1 candidate(s). downloaded Similar to prior usable year; similarity=1.000. Clean text length: 5738. URL score: 18. Page type: domain_discovered_page. Themes: innovation, customer_focus, employees_culture, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
META,Meta Platforms,Technology,2016,https://about.fb.com/company-info/,success,"Selected usable candidate. Tried 1 candidate(s). downloaded No reliable prior-year comparison. Clean text length: 17749. URL score: 78. Page type: about_company_page. Themes: innovation, customer_focus, employees_culture, sustainability_environment, community_social_impact, health_safety_wellbeing, financial_performance_growth."
META,Meta Platforms,Technology,2017,https://about.fb.com/company-info/,success,"Selected usable candidate. Tried 1 candidate(s). downloaded Changed from prior usable year; similarity=0.844. Clean text length: 19838. URL score: 78. Page type: about_company_page. Themes: innovation, customer_focus, employees_culture, sustainability_environment, community_social_impact, health_safety_wellbeing, financial_performance_growth."
META,Meta Platforms,Technology,2018,https://about.fb.com/company-info/,success,"Selected usable candidate. Tried 1 candidate(s). downloaded Similar to prior usable year; similarity=0.936. Clean text length: 20119. URL score: 78. Page type: about_company_page. Themes: innovation, customer_focus, employees_culture, sustainability_environment, community_social_impact, health_safety_wellbeing, financial_performance_growth."
META,Meta Platforms,Technology,2019,https://about.fb.com/company-info/,success,"Selected usable candidate. Tried 1 candidate(s). downloaded Similar to prior usable year; similarity=0.906. Clean text length: 22650. URL score: 78. Page type: about_company_page. Themes: innovation, customer_focus, employees_culture, community_social_impact, health_safety_wellbeing, financial_performance_growth."
META,Meta Platforms,Technology,2020,https://about.fb.com/company-info/,success,"Selected usable candidate. Tried 1 candidate(s). downloaded Changed from prior usable year; similarity=0.086. Clean text length: 11886. URL score: 78. Page type: about_company_page. Themes: innovation, customer_focus, employees_culture, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
META,Meta Platforms,Technology,2021,https://about.fb.com/company-info/,success,"Selected usable candidate. Tried 1 candidate(s). downloaded Similar to prior usable year; similarity=0.968. Clean text length: 11721. URL score: 78. Page type: about_company_page. Themes: innovation, customer_focus, employees_culture, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
META,Meta Platforms,Technology,2022,https://about.fb.com/company-info/,success,"Selected usable candidate. Tried 1 candidate(s). downloaded Changed from prior usable year; similarity=0.156. Clean text length: 3419. URL score: 78. Page type: about_company_page. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
META,Meta Platforms,Technology,2023,https://about.fb.com/company-info/,review,Selected usable candidate. Tried 4 candidate(s). downloaded Changed from prior usable year; similarity=0.008. Clean text length: 639. URL score: 78. Page type: about_company_page. Themes: customer_focus.
META,Meta Platforms,Technology,2024,https://about.fb.com/company-info/,success,"Selected usable candidate. Tried 1 candidate(s). downloaded Changed from prior usable year; similarity=0.011. Clean text length: 1817. URL score: 78. Page type: about_company_page. Themes: innovation, employees_culture, community_social_impact, integrity_ethics_trust."
AVGO,Broadcom,Technology,2016,https://www.broadcom.com/company/about-us,success,"Selected usable candidate. Tried 1 candidate(s). downloaded No reliable prior-year comparison. Clean text length: 1033. URL score: 33. Page type: about_company_page. Themes: innovation, customer_focus, diversity_inclusion."
AVGO,Broadcom,Technology,2017,https://www.broadcom.com/company/about-us,review,"Selected usable candidate. Tried 1 candidate(s). downloaded Similar to prior usable year; similarity=0.903. Clean text length: 994. URL score: 98. Page type: about_company_page. Themes: innovation, customer_focus, diversity_inclusion."
AVGO,Broadcom,Technology,2018,https://www.broadcom.com/company/about-us,success,"Selected usable candidate. Tried 1 candidate(s). downloaded Similar to prior usable year; similarity=0.921. Clean text length: 1134. URL score: 98. Page type: about_company_page. Themes: innovation, customer_focus, diversity_inclusion."
AVGO,Broadcom,Technology,2019,https://www.broadcom.com/company/about-us,success,"Selected usable candidate. Tried 5 candidate(s). downloaded Changed from prior usable year; similarity=0.295. Clean text length: 1283. URL score: 98. Page type: about_company_page. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment."
AVGO,Broadcom,Technology,2020,https://www.broadcom.com/company/about-us,missing,Candidates found but none produced usable text. https://www.broadcom.com/company/about-us len=349 score=98 bad_text=False | https://www.broadcom.com/company/about-us len=349 score=98 bad_text=False | https://www.broadcom.com/company/about-us len=349 score=98 bad_text=False | https://www.broadcom.com/company/about-us len=349 score=98 bad_text=False | https://www.broadcom.com/company/about-us len=349 score=98 bad_text=False | https://www.broadcom.com/company/about-us len=349 score=98 bad_text=False | https://www.broadcom.com/company/about-us len=349 score=98 bad_text=False | https://www.broadcom.com/company/about-us len=349 score=98 bad_text=False
AVGO,Broadcom,Technology,2021,https://www.broadcom.com/company/about-us,missing,Candidates found but none produced usable text. https://www.broadcom.com/company/about-us len=0 score=98 bad_text=False | https://www.broadcom.com/company/about-us len=349 score=98 bad_text=False | https://www.broadcom.com/company/about-us len=349 score=98 bad_text=False | https://www.broadcom.com/company/about-us len=349 score=98 bad_text=False | https://www.broadcom.com/company/about-us len=349 score=98 bad_text=False | https://www.broadcom.com/company/about-us len=0 score=98 bad_text=False | https://www.broadcom.com/company/about-us len=349 score=98 bad_text=False | https://www.broadcom.com/company/about-us len=349 score=98 bad_text=False
AVGO,Broadcom,Technology,2022,https://www.broadcom.com/company/about-us,missing,Candidates found but none produced usable text. https://www.broadcom.com/company/about-us len=349 score=98 bad_text=False | https://www.broadcom.com/company/about-us len=37 score=98 bad_text=False | https://www.broadcom.com/company/about-us len=349 score=98 bad_text=False | https://www.broadcom.com/company/about-us len=349 score=98 bad_text=False | https://www.broadcom.com/company/about-us len=349 score=98 bad_text=False | https://www.broadcom.com/company/about-us len=349 score=98 bad_text=False | https://www.broadcom.com/company/about-us len=0 score=98 bad_text=False | https://www.broadcom.com/company/about-us len=349 score=98 bad_text=False
AVGO,Broadcom,Technology,2023,https://www.broadcom.com/company/about-us,missing,Candidates found but none produced usable text. https://www.broadcom.com/company/about-us len=349 score=98 bad_text=False | https://www.broadcom.com/company/about-us len=349 score=98 bad_text=False | https://www.broadcom.com/company/about-us len=349 score=98 bad_text=False | https://www.broadcom.com/company/about-us len=37 score=98 bad_text=False | https://www.broadcom.com/company/about-us len=349 score=98 bad_text=False | https://www.broadcom.com/company/about-us len=349 score=98 bad_text=False | https://www.broadcom.com/company/about-us len=0 score=98 bad_text=False | https://www.broadcom.com/company/about-us len=349 score=98 bad_text=False
AVGO,Broadcom,Technology,2024,https://www.broadcom.com/company/about-us,missing,Candidates found but none produced usable text. https://www.broadcom.com/company/about-us len=0 score=98 bad_text=False | https://www.broadcom.com/company/about-us len=311 score=98 bad_text=False | https://www.broadcom.com/company/about-us len=311 score=98 bad_text=False | https://www.broadcom.com/company/about-us len=311 score=98 bad_text=False | https://www.broadcom.com/company/about-us len=311 score=98 bad_text=False | https://www.broadcom.com/company/about-us len=311 score=98 bad_text=False | https://www.broadcom.com/company/about-us len=311 score=98 bad_text=False | https://www.broadcom.com/company/about-us len=311 score=98 bad_text=False
CRM,Salesforce,Technology,2016,https://www.salesforce.com/company/,success,"Selected usable candidate. Tried 3 candidate(s). downloaded No reliable prior-year comparison. Clean text length: 5118. URL score: 33. Page type: about_company_page. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, community_social_impact, financial_performance_growth."
CRM,Salesforce,Technology,2017,https://www.salesforce.com/company/,success,"Selected usable candidate. Tried 1 candidate(s). downloaded Changed from prior usable year; similarity=0.537. Clean text length: 6134. URL score: 33. Page type: about_company_page. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
CRM,Salesforce,Technology,2018,https://www.salesforce.com/company/,success,"Selected usable candidate. Tried 2 candidate(s). downloaded Changed from prior usable year; similarity=0.031. Clean text length: 4181. URL score: 98. Page type: about_company_page. Themes: innovation, customer_focus, employees_culture, integrity_ethics_trust, financial_performance_growth."
CRM,Salesforce,Technology,2019,https://www.salesforce.com/company/,success,"Selected usable candidate. Tried 1 candidate(s). downloaded Changed from prior usable year; similarity=0.552. Clean text length: 4482. URL score: 98. Page type: about_company_page. Themes: innovation, customer_focus, employees_culture, integrity_ethics_trust, financial_performance_growth."
CRM,Salesforce,Technology,2020,https://www.salesforce.com/company/,success,"Selected usable candidate. Tried 1 candidate(s). downloaded Similar to prior usable year; similarity=0.999. Clean text length: 4485. URL score: 98. Page type: about_company_page. Themes: innovation, customer_focus, employees_culture, integrity_ethics_trust, financial_performance_growth."
CRM,Salesforce,Technology,2021,https://www.salesforce.com/company/,success,"Selected usable candidate. Tried 1 candidate(s). downloaded Changed from prior usable year; similarity=0.768. Clean text length: 4486. URL score: 98. Page type: about_company_page. Themes: innovation, customer_focus, employees_culture, integrity_ethics_trust, financial_performance_growth."
CRM,Salesforce,Technology,2022,https://www.salesforce.com/company/,success,"Selected usable candidate. Tried 1 candidate(s). downloaded Changed from prior usable year; similarity=0.033. Clean text length: 2761. URL score: 45. Page type: values_subpage. Themes: innovation, customer_focus, sustainability_environment."
CRM,Salesforce,Technology,2023,https://www.salesforce.com/company/,success,"Selected usable candidate. Tried 1 candidate(s). downloaded Changed from prior usable year; similarity=0.030. Clean text length: 3237. URL score: 54. Page type: values_subpage. Themes: innovation, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust."
CRM,Salesforce,Technology,2024,https://www.salesforce.com/company/,success,"Selected usable candidate. Tried 2 candidate(s). downloaded Changed from prior usable year; similarity=0.172. Clean text length: 1404. URL score: 37. Page type: values_subpage. Themes: innovation, employees_culture, diversity_inclusion, community_social_impact, integrity_ethics_trust."
ORCL,Oracle,Technology,2016,https://www.oracle.com/corporate/,success,"Selected usable candidate. Tried 2 candidate(s). downloaded No reliable prior-year comparison. Clean text length: 3394. URL score: 87. Page type: about_company_page. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust."
ORCL,Oracle,Technology,2017,https://www.oracle.com/corporate/,review,"Selected usable candidate. Tried 1 candidate(s). downloaded Changed from prior usable year; similarity=0.048. Clean text length: 3491. URL score: 25. Page type: about_company_page. Themes: innovation, customer_focus, employees_culture, community_social_impact, financial_performance_growth."
ORCL,Oracle,Technology,2018,https://www.oracle.com/corporate/,success,"Selected usable candidate. Tried 1 candidate(s). downloaded Changed from prior usable year; similarity=0.118. Clean text length: 2159. URL score: 33. Page type: about_company_page. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, financial_performance_growth."
ORCL,Oracle,Technology,2019,https://www.oracle.com/corporate/,success,"Selected usable candidate. Tried 1 candidate(s). downloaded Changed from prior usable year; similarity=0.626. Clean text length: 2517. URL score: 33. Page type: about_company_page. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, financial_performance_growth."
ORCL,Oracle,Technology,2020,https://www.oracle.com/corporate/,success,"Selected usable candidate. Tried 1 candidate(s). downloaded Changed from prior usable year; similarity=0.065. Clean text length: 5083. URL score: 33. Page type: about_company_page. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, health_safety_wellbeing, financial_performance_growth."
ORCL,Oracle,Technology,2021,https://www.oracle.com/corporate/,success,"Selected usable candidate. Tried 2 candidate(s). downloaded Changed from prior usable year; similarity=0.835. Clean text length: 5232. URL score: 33. Page type: about_company_page. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, health_safety_wellbeing, financial_performance_growth."
ORCL,Oracle,Technology,2022,https://www.oracle.com/corporate/,success,"Selected usable candidate. Tried 1 candidate(s). downloaded Changed from prior usable year; similarity=0.665. Clean text length: 6092. URL score: 33. Page type: about_company_page. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
ORCL,Oracle,Technology,2023,https://www.oracle.com/corporate/,success,"Selected usable candidate. Tried 1 candidate(s). downloaded Changed from prior usable year; similarity=0.871. Clean text length: 5637. URL score: 33. Page type: about_company_page. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
ORCL,Oracle,Technology,2024,https://www.oracle.com/corporate/,success,"Selected usable candidate. Tried 1 candidate(s). downloaded Similar to prior usable year; similarity=0.942. Clean text length: 5489. URL score: 33. Page type: about_company_page. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
IBM,IBM,Technology,2016,https://www.ibm.com/about,missing,No candidate URL passed filters. exact_seed_or_backup no captures | exact_seed_or_backup_slash no captures | prefix_seed_or_backup no captures | exact_seed_or_backup no captures | exact_seed_or_backup_slash no captures | prefix_seed_or_backup no captures
IBM,IBM,Technology,2017,https://www.ibm.com/about,missing,"No candidate URL passed filters. exact_seed_or_backup no captures | exact_seed_or_backup_slash no captures | prefix_seed_or_backup failed: HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=8) | exact_seed_or_backup no captures | exact_seed_or_backup_slash no captures | prefix_seed_or_backup no captures"
IBM,IBM,Technology,2018,https://www.ibm.com/about,missing,"No candidate URL passed filters. exact_seed_or_backup no captures | exact_seed_or_backup_slash no captures | prefix_seed_or_backup no captures | exact_seed_or_backup no captures | exact_seed_or_backup_slash no captures | prefix_seed_or_backup failed: HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=8)"
IBM,IBM,Technology,2019,https://www.ibm.com/about,missing,No candidate URL passed filters. exact_seed_or_backup no captures | exact_seed_or_backup_slash no captures | prefix_seed_or_backup no captures | exact_seed_or_backup no captures | exact_seed_or_backup_slash no captures | prefix_seed_or_backup no captures
IBM,IBM,Technology,2020,https://www.ibm.com/about,success,"Selected usable candidate. Tried 1 candidate(s). downloaded No reliable prior-year comparison. Clean text length: 10427. URL score: 33. Page type: about_company_page. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
IBM,IBM,Technology,2021,https://www.ibm.com/about,success,"Selected usable candidate. Tried 1 candidate(s). downloaded Changed from prior usable year; similarity=0.865. Clean text length: 10779. URL score: 33. Page type: about_company_page. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
IBM,IBM,Technology,2022,https://www.ibm.com/about,success,"Selected usable candidate. Tried 1 candidate(s). downloaded Similar to prior usable year; similarity=0.902. Clean text length: 10779. URL score: 33. Page type: about_company_page. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth."
IBM,IBM,Technology,2023,https://www.ibm.com/about,success,"Selected usable candidate. Tried 1 candidate(s). downloaded Changed from prior usable year; similarity=0.037. Clean text length: 9057. URL score: 33. Page type: about_company_page. Themes: innovation, customer_focus, employees_culture, sustainability_environment, community_social_impact, integrity_ethics_trust, financial_performance_growth."
IBM,IBM,Technology,2024,https://www.ibm.com/about,success,"Selected usable candidate. Tried 1 candidate(s). downloaded Changed from prior usable year; similarity=0.320. Clean text length: 4571. URL score: 33. Page type: about_company_page. Themes: innovation, customer_focus, employees_culture, sustainability_environment, community_social_impact, integrity_ethics_trust, financial_performance_growth."
INTC,Intel,Technology,2016,https://www.intel.com/content/www/us/en/company-overview/company-overview.html,missing,Candidates found but none produced usable text. http://www.intel.com:80/content/www/us/en/company-overview/company-overview.html len=0 score=43 bad_text=False | http://www.intel.com/content/www/us/en/company-overview/company-overview.html len=0 score=43 bad_text=False | http://www.intel.com:80/content/www/us/en/company-overview/company-overview.html len=0 score=43 bad_text=False | http://www.intel.com:80/content/www/us/en/company-overview/company-overview.html len=0 score=43 bad_text=False | http://www.intel.com:80/content/www/us/en/company-overview/company-overview.html? len=0 score=43 bad_text=False | http://www.intel.com:80/content/www/us/en/company-overview/company-overview.html len=0 score=43 bad_text=False | http://www.intel.com/content/www/us/en/company-overview/company-overview.html len=0 score=43 bad_text=False | http://www.intel.com:80/content/www/us/en/company-overview/company-overview.html len=0 score=43 bad_text=False
