ticker,company_name,sector,year,source_url_seed,wayback_timestamp,wayback_original_url,stated_text_len,stated_has_text,stated_theme_categories,stated_theme_counts_json,changed_from_prior,text_similarity_to_prior,selection_method,selected_page_type,selected_page_score,stated_needs_review,stated_tone_positive,stated_tone_negative,stated_tone_net,stated_analyst_notes,document_type,source,filing_date,accession_number,document_url,lived_text_len,lived_has_text,lived_theme_categories,lived_theme_counts_json,lived_theme_counts_per_10k_json,lived_tone_positive,lived_tone_negative,lived_tone_net,lived_analyst_notes,both_texts_available,theme_overlap_jaccard,theme_emphasis_cosine,tone_alignment,authenticity_index,authenticity_label,gap_type,component_gap_driver,alignment_gap_size
ORCL,Oracle,Technology,2023,https://www.oracle.com/corporate/,20230702090658.0,https://www.oracle.com/corporate/,5637,True,innovation;customer_focus;employees_culture;diversity_inclusion;sustainability_environment;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 4, ""customer_focus"": 8, ""employees_culture"": 11, ""diversity_inclusion"": 3, ""sustainability_environment"": 1, ""community_social_impact"": 3, ""integrity_ethics_trust"": 1, ""health_safety_wellbeing"": 1, ""financial_performance_growth"": 3}",True,0.8710034956091739,exact_seed_or_backup_slash,about_company_page,33.0,False,2,1,0.3333,"Selected usable candidate. Tried 1 candidate(s). downloaded Changed from prior usable year; similarity=0.871. Clean text length: 5637. URL score: 33. Page type: about_company_page. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",DEF 14A proxy statement,SEC EDGAR,2023-09-22,0001193125-23-240594,https://www.sec.gov/Archives/edgar/data/1341439/000119312523240594/d744477ddef14a.htm,441566,True,innovation;customer_focus;employees_culture;diversity_inclusion;sustainability_environment;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 94, ""customer_focus"": 106, ""employees_culture"": 253, ""diversity_inclusion"": 399, ""sustainability_environment"": 19, ""community_social_impact"": 6, ""integrity_ethics_trust"": 201, ""health_safety_wellbeing"": 7, ""financial_performance_growth"": 1247}","{""innovation"": 2.1288, ""customer_focus"": 2.4005, ""employees_culture"": 5.7296, ""diversity_inclusion"": 9.036, ""sustainability_environment"": 0.4303, ""community_social_impact"": 0.1359, ""integrity_ethics_trust"": 4.552, ""health_safety_wellbeing"": 0.1585, ""financial_performance_growth"": 28.2404}",145,125,0.0741,"downloaded on attempt 1. Clean text length: 441566. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",True,1.0,0.4459,0.8704,0.7312,moderate_alignment,same_themes_different_emphasis,theme_emphasis_gap,0.26880000000000004
ORCL,Oracle,Technology,2024,https://www.oracle.com/corporate/,20240714152511.0,https://www.oracle.com/corporate/,5489,True,innovation;customer_focus;employees_culture;diversity_inclusion;sustainability_environment;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 4, ""customer_focus"": 8, ""employees_culture"": 12, ""diversity_inclusion"": 2, ""sustainability_environment"": 1, ""community_social_impact"": 3, ""integrity_ethics_trust"": 1, ""health_safety_wellbeing"": 1, ""financial_performance_growth"": 3}",False,0.9422973215890706,exact_seed_or_backup,about_company_page,33.0,False,2,1,0.3333,"Selected usable candidate. Tried 1 candidate(s). downloaded Similar to prior usable year; similarity=0.942. Clean text length: 5489. URL score: 33. Page type: about_company_page. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",DEF 14A proxy statement,SEC EDGAR,2024-09-25,0001193125-24-226139,https://www.sec.gov/Archives/edgar/data/1341439/000119312524226139/d860928ddef14a.htm,312410,True,innovation;customer_focus;employees_culture;diversity_inclusion;sustainability_environment;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 90, ""customer_focus"": 84, ""employees_culture"": 187, ""diversity_inclusion"": 191, ""sustainability_environment"": 67, ""community_social_impact"": 5, ""integrity_ethics_trust"": 187, ""health_safety_wellbeing"": 9, ""financial_performance_growth"": 1030}","{""innovation"": 2.8808, ""customer_focus"": 2.6888, ""employees_culture"": 5.9857, ""diversity_inclusion"": 6.1138, ""sustainability_environment"": 2.1446, ""community_social_impact"": 0.16, ""integrity_ethics_trust"": 5.9857, ""health_safety_wellbeing"": 0.2881, ""financial_performance_growth"": 32.9695}",92,134,-0.1858,"downloaded on attempt 1. Clean text length: 312410. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",True,1.0,0.4087,0.7405,0.695,moderate_alignment,same_themes_different_emphasis,theme_emphasis_gap,0.30500000000000005
IBM,IBM,Technology,2016,https://www.ibm.com/about,,,0,False,,{},,,,,,True,0,0,0.0,No candidate URL passed filters. exact_seed_or_backup no captures | exact_seed_or_backup_slash no captures | prefix_seed_or_backup no captures | exact_seed_or_backup no captures | exact_seed_or_backup_slash no captures | prefix_seed_or_backup no captures,DEF 14A proxy statement,SEC EDGAR,2016-03-07,0001104659-16-102981,https://www.sec.gov/Archives/edgar/data/51143/000110465916102981/a16-2282_1def14a.htm,286718,True,innovation;customer_focus;employees_culture;diversity_inclusion;sustainability_environment;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 71, ""customer_focus"": 205, ""employees_culture"": 114, ""diversity_inclusion"": 62, ""sustainability_environment"": 8, ""community_social_impact"": 8, ""integrity_ethics_trust"": 99, ""health_safety_wellbeing"": 22, ""financial_performance_growth"": 686}","{""innovation"": 2.4763, ""customer_focus"": 7.1499, ""employees_culture"": 3.976, ""diversity_inclusion"": 2.1624, ""sustainability_environment"": 0.279, ""community_social_impact"": 0.279, ""integrity_ethics_trust"": 3.4529, ""health_safety_wellbeing"": 0.7673, ""financial_performance_growth"": 23.9259}",87,39,0.381,"downloaded on attempt 1. Clean text length: 286718. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",False,0.0,,0.8095,,insufficient_data,insufficient_data,insufficient_data,
IBM,IBM,Technology,2017,https://www.ibm.com/about,,,0,False,,{},,,,,,True,0,0,0.0,"No candidate URL passed filters. exact_seed_or_backup no captures | exact_seed_or_backup_slash no captures | prefix_seed_or_backup failed: HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=8) | exact_seed_or_backup no captures | exact_seed_or_backup_slash no captures | prefix_seed_or_backup no captures",DEF 14A proxy statement,SEC EDGAR,2017-03-13,0001104659-17-016116,https://www.sec.gov/Archives/edgar/data/51143/000110465917016116/a17-2254_1def14a.htm,312051,True,innovation;customer_focus;employees_culture;diversity_inclusion;sustainability_environment;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 67, ""customer_focus"": 222, ""employees_culture"": 114, ""diversity_inclusion"": 66, ""sustainability_environment"": 9, ""community_social_impact"": 5, ""integrity_ethics_trust"": 101, ""health_safety_wellbeing"": 22, ""financial_performance_growth"": 772}","{""innovation"": 2.1471, ""customer_focus"": 7.1142, ""employees_culture"": 3.6532, ""diversity_inclusion"": 2.115, ""sustainability_environment"": 0.2884, ""community_social_impact"": 0.1602, ""integrity_ethics_trust"": 3.2367, ""health_safety_wellbeing"": 0.705, ""financial_performance_growth"": 24.7395}",84,41,0.344,"downloaded on attempt 1. Clean text length: 312051. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",False,0.0,,0.828,,insufficient_data,insufficient_data,insufficient_data,
IBM,IBM,Technology,2018,https://www.ibm.com/about,,,0,False,,{},,,,,,True,0,0,0.0,"No candidate URL passed filters. exact_seed_or_backup no captures | exact_seed_or_backup_slash no captures | prefix_seed_or_backup no captures | exact_seed_or_backup no captures | exact_seed_or_backup_slash no captures | prefix_seed_or_backup failed: HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=8)",DEF 14A proxy statement,SEC EDGAR,2018-03-12,0001104659-18-016710,https://www.sec.gov/Archives/edgar/data/51143/000110465918016710/a18-2910_1def14a.htm,322879,True,innovation;customer_focus;employees_culture;diversity_inclusion;sustainability_environment;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 79, ""customer_focus"": 216, ""employees_culture"": 130, ""diversity_inclusion"": 81, ""sustainability_environment"": 30, ""community_social_impact"": 8, ""integrity_ethics_trust"": 151, ""health_safety_wellbeing"": 29, ""financial_performance_growth"": 791}","{""innovation"": 2.4467, ""customer_focus"": 6.6898, ""employees_culture"": 4.0263, ""diversity_inclusion"": 2.5087, ""sustainability_environment"": 0.9291, ""community_social_impact"": 0.2478, ""integrity_ethics_trust"": 4.6767, ""health_safety_wellbeing"": 0.8982, ""financial_performance_growth"": 24.4983}",113,51,0.378,"downloaded on attempt 1. Clean text length: 322879. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",False,0.0,,0.811,,insufficient_data,insufficient_data,insufficient_data,
IBM,IBM,Technology,2019,https://www.ibm.com/about,,,0,False,,{},,,,,,True,0,0,0.0,No candidate URL passed filters. exact_seed_or_backup no captures | exact_seed_or_backup_slash no captures | prefix_seed_or_backup no captures | exact_seed_or_backup no captures | exact_seed_or_backup_slash no captures | prefix_seed_or_backup no captures,DEF 14A proxy statement,SEC EDGAR,2019-03-11,0001104659-19-013856,https://www.sec.gov/Archives/edgar/data/51143/000110465919013856/a19-2536_1def14a.htm,359864,True,innovation;customer_focus;employees_culture;diversity_inclusion;sustainability_environment;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 119, ""customer_focus"": 233, ""employees_culture"": 148, ""diversity_inclusion"": 123, ""sustainability_environment"": 60, ""community_social_impact"": 9, ""integrity_ethics_trust"": 196, ""health_safety_wellbeing"": 31, ""financial_performance_growth"": 935}","{""innovation"": 3.3068, ""customer_focus"": 6.4747, ""employees_culture"": 4.1127, ""diversity_inclusion"": 3.418, ""sustainability_environment"": 1.6673, ""community_social_impact"": 0.2501, ""integrity_ethics_trust"": 5.4465, ""health_safety_wellbeing"": 0.8614, ""financial_performance_growth"": 25.982}",161,56,0.4839,"downloaded on attempt 1. Clean text length: 359864. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",False,0.0,,0.7581,,insufficient_data,insufficient_data,insufficient_data,
IBM,IBM,Technology,2020,https://www.ibm.com/about,20201117025607.0,https://www.ibm.com/about,10427,True,innovation;customer_focus;employees_culture;diversity_inclusion;sustainability_environment;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 45, ""customer_focus"": 10, ""employees_culture"": 4, ""diversity_inclusion"": 1, ""sustainability_environment"": 2, ""community_social_impact"": 2, ""integrity_ethics_trust"": 7, ""health_safety_wellbeing"": 1, ""financial_performance_growth"": 2}",,,exact_seed_or_backup,about_company_page,33.0,False,8,4,0.3333,"Selected usable candidate. Tried 1 candidate(s). downloaded No reliable prior-year comparison. Clean text length: 10427. URL score: 33. Page type: about_company_page. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",DEF 14A proxy statement,SEC EDGAR,2020-03-09,0001193125-20-067199,https://www.sec.gov/Archives/edgar/data/51143/000119312520067199/d845103ddef14a.htm,357639,True,innovation;customer_focus;employees_culture;diversity_inclusion;sustainability_environment;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 140, ""customer_focus"": 237, ""employees_culture"": 144, ""diversity_inclusion"": 111, ""sustainability_environment"": 73, ""community_social_impact"": 17, ""integrity_ethics_trust"": 224, ""health_safety_wellbeing"": 32, ""financial_performance_growth"": 870}","{""innovation"": 3.9146, ""customer_focus"": 6.6268, ""employees_culture"": 4.0264, ""diversity_inclusion"": 3.1037, ""sustainability_environment"": 2.0412, ""community_social_impact"": 0.4753, ""integrity_ethics_trust"": 6.2633, ""health_safety_wellbeing"": 0.8948, ""financial_performance_growth"": 24.3262}",204,49,0.6126,"downloaded on attempt 1. Clean text length: 357639. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",True,1.0,0.2856,0.8603,0.6576,moderate_alignment,same_themes_different_emphasis,theme_emphasis_gap,0.34240000000000004
IBM,IBM,Technology,2021,https://www.ibm.com/about,20210715034844.0,https://www.ibm.com/about,10779,True,innovation;customer_focus;employees_culture;diversity_inclusion;sustainability_environment;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 45, ""customer_focus"": 10, ""employees_culture"": 4, ""diversity_inclusion"": 1, ""sustainability_environment"": 3, ""community_social_impact"": 2, ""integrity_ethics_trust"": 7, ""health_safety_wellbeing"": 1, ""financial_performance_growth"": 2}",True,0.8646609450155617,exact_seed_or_backup,about_company_page,33.0,False,8,4,0.3333,"Selected usable candidate. Tried 1 candidate(s). downloaded Changed from prior usable year; similarity=0.865. Clean text length: 10779. URL score: 33. Page type: about_company_page. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",DEF 14A proxy statement,SEC EDGAR,2021-03-08,0001193125-21-073223,https://www.sec.gov/Archives/edgar/data/51143/000119312521073223/d46027ddef14a.htm,379074,True,innovation;customer_focus;employees_culture;diversity_inclusion;sustainability_environment;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 186, ""customer_focus"": 227, ""employees_culture"": 192, ""diversity_inclusion"": 198, ""sustainability_environment"": 93, ""community_social_impact"": 15, ""integrity_ethics_trust"": 184, ""health_safety_wellbeing"": 45, ""financial_performance_growth"": 939}","{""innovation"": 4.9067, ""customer_focus"": 5.9883, ""employees_culture"": 5.065, ""diversity_inclusion"": 5.2233, ""sustainability_environment"": 2.4533, ""community_social_impact"": 0.3957, ""integrity_ethics_trust"": 4.8539, ""health_safety_wellbeing"": 1.1871, ""financial_performance_growth"": 24.7709}",222,44,0.6692,"downloaded on attempt 1. Clean text length: 379074. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",True,1.0,0.3084,0.832,0.6636,moderate_alignment,same_themes_different_emphasis,theme_emphasis_gap,0.33640000000000003
IBM,IBM,Technology,2022,https://www.ibm.com/about,20220701045856.0,https://www.ibm.com/about,10779,True,innovation;customer_focus;employees_culture;diversity_inclusion;sustainability_environment;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 45, ""customer_focus"": 9, ""employees_culture"": 5, ""diversity_inclusion"": 1, ""sustainability_environment"": 2, ""community_social_impact"": 2, ""integrity_ethics_trust"": 7, ""health_safety_wellbeing"": 1, ""financial_performance_growth"": 2}",False,0.9018461823916876,exact_seed_or_backup,about_company_page,33.0,False,7,4,0.2727,"Selected usable candidate. Tried 1 candidate(s). downloaded Similar to prior usable year; similarity=0.902. Clean text length: 10779. URL score: 33. Page type: about_company_page. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",DEF 14A proxy statement,SEC EDGAR,2022-03-07,0001104659-22-031075,https://www.sec.gov/Archives/edgar/data/51143/000110465922031075/tm2122634-2_def14a.htm,366567,True,innovation;customer_focus;employees_culture;diversity_inclusion;sustainability_environment;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 172, ""customer_focus"": 221, ""employees_culture"": 201, ""diversity_inclusion"": 169, ""sustainability_environment"": 97, ""community_social_impact"": 17, ""integrity_ethics_trust"": 186, ""health_safety_wellbeing"": 33, ""financial_performance_growth"": 782}","{""innovation"": 4.6922, ""customer_focus"": 6.0289, ""employees_culture"": 5.4833, ""diversity_inclusion"": 4.6103, ""sustainability_environment"": 2.6462, ""community_social_impact"": 0.4638, ""integrity_ethics_trust"": 5.0741, ""health_safety_wellbeing"": 0.9002, ""financial_performance_growth"": 21.3331}",197,53,0.576,"downloaded on attempt 1. Clean text length: 366567. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",True,1.0,0.334,0.8484,0.6775,moderate_alignment,same_themes_different_emphasis,theme_emphasis_gap,0.3225
IBM,IBM,Technology,2023,https://www.ibm.com/about,20230701143144.0,https://www.ibm.com/about,9057,True,innovation;customer_focus;employees_culture;sustainability_environment;community_social_impact;integrity_ethics_trust;financial_performance_growth,"{""innovation"": 32, ""customer_focus"": 13, ""employees_culture"": 5, ""diversity_inclusion"": 0, ""sustainability_environment"": 5, ""community_social_impact"": 3, ""integrity_ethics_trust"": 1, ""health_safety_wellbeing"": 0, ""financial_performance_growth"": 2}",True,0.0367009477717281,exact_seed_or_backup,about_company_page,33.0,False,8,0,1.0,"Selected usable candidate. Tried 1 candidate(s). downloaded Changed from prior usable year; similarity=0.037. Clean text length: 9057. URL score: 33. Page type: about_company_page. Themes: innovation, customer_focus, employees_culture, sustainability_environment, community_social_impact, integrity_ethics_trust, financial_performance_growth.",DEF 14A proxy statement,SEC EDGAR,2023-03-06,0001104659-23-029014,https://www.sec.gov/Archives/edgar/data/51143/000110465923029014/tm231774d2_def14a.htm,385062,True,innovation;customer_focus;employees_culture;diversity_inclusion;sustainability_environment;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 173, ""customer_focus"": 218, ""employees_culture"": 170, ""diversity_inclusion"": 132, ""sustainability_environment"": 126, ""community_social_impact"": 30, ""integrity_ethics_trust"": 209, ""health_safety_wellbeing"": 41, ""financial_performance_growth"": 817}","{""innovation"": 4.4928, ""customer_focus"": 5.6614, ""employees_culture"": 4.4149, ""diversity_inclusion"": 3.428, ""sustainability_environment"": 3.2722, ""community_social_impact"": 0.7791, ""integrity_ethics_trust"": 5.4277, ""health_safety_wellbeing"": 1.0648, ""financial_performance_growth"": 21.2174}",196,82,0.4101,"downloaded on attempt 1. Clean text length: 385062. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",True,0.7778,0.3598,0.705,0.5788,moderate_alignment,same_themes_different_emphasis,theme_emphasis_gap,0.4212
IBM,IBM,Technology,2024,https://www.ibm.com/about,20240701011020.0,https://www.ibm.com/about,4571,True,innovation;customer_focus;employees_culture;sustainability_environment;community_social_impact;integrity_ethics_trust;financial_performance_growth,"{""innovation"": 24, ""customer_focus"": 11, ""employees_culture"": 2, ""diversity_inclusion"": 0, ""sustainability_environment"": 5, ""community_social_impact"": 4, ""integrity_ethics_trust"": 1, ""health_safety_wellbeing"": 0, ""financial_performance_growth"": 2}",True,0.3196360434399765,exact_seed_or_backup,about_company_page,33.0,False,6,0,1.0,"Selected usable candidate. Tried 1 candidate(s). downloaded Changed from prior usable year; similarity=0.320. Clean text length: 4571. URL score: 33. Page type: about_company_page. Themes: innovation, customer_focus, employees_culture, sustainability_environment, community_social_impact, integrity_ethics_trust, financial_performance_growth.",DEF 14A proxy statement,SEC EDGAR,2024-03-11,0001104659-24-032641,https://www.sec.gov/Archives/edgar/data/51143/000110465924032641/tm2329614-d3_def14a.htm,361169,True,innovation;customer_focus;employees_culture;diversity_inclusion;sustainability_environment;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 209, ""customer_focus"": 191, ""employees_culture"": 115, ""diversity_inclusion"": 105, ""sustainability_environment"": 231, ""community_social_impact"": 26, ""integrity_ethics_trust"": 217, ""health_safety_wellbeing"": 19, ""financial_performance_growth"": 790}","{""innovation"": 5.7868, ""customer_focus"": 5.2884, ""employees_culture"": 3.1841, ""diversity_inclusion"": 2.9072, ""sustainability_environment"": 6.3959, ""community_social_impact"": 0.7199, ""integrity_ethics_trust"": 6.0083, ""health_safety_wellbeing"": 0.5261, ""financial_performance_growth"": 21.8734}",190,77,0.4232,"downloaded on attempt 1. Clean text length: 361169. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",True,0.7778,0.4178,0.7116,0.6059,moderate_alignment,same_themes_different_emphasis,theme_emphasis_gap,0.3941
INTC,Intel,Technology,2016,https://www.intel.com/content/www/us/en/company-overview/company-overview.html,,,0,False,,{},,,,,,True,0,0,0.0,Candidates found but none produced usable text. http://www.intel.com:80/content/www/us/en/company-overview/company-overview.html len=0 score=43 bad_text=False | http://www.intel.com/content/www/us/en/company-overview/company-overview.html len=0 score=43 bad_text=False | http://www.intel.com:80/content/www/us/en/company-overview/company-overview.html len=0 score=43 bad_text=False | http://www.intel.com:80/content/www/us/en/company-overview/company-overview.html len=0 score=43 bad_text=False | http://www.intel.com:80/content/www/us/en/company-overview/company-overview.html? len=0 score=43 bad_text=False | http://www.intel.com:80/content/www/us/en/company-overview/company-overview.html len=0 score=43 bad_text=False | http://www.intel.com/content/www/us/en/company-overview/company-overview.html len=0 score=43 bad_text=False | http://www.intel.com:80/content/www/us/en/company-overview/company-overview.html len=0 score=43 bad_text=False,DEF 14A proxy statement,SEC EDGAR,2016-04-04,0001193125-16-528154,https://www.sec.gov/Archives/edgar/data/50863/000119312516528154/d286791ddef14a.htm,263938,True,innovation;customer_focus;employees_culture;diversity_inclusion;sustainability_environment;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 117, ""customer_focus"": 118, ""employees_culture"": 100, ""diversity_inclusion"": 116, ""sustainability_environment"": 28, ""community_social_impact"": 12, ""integrity_ethics_trust"": 154, ""health_safety_wellbeing"": 7, ""financial_performance_growth"": 835}","{""innovation"": 4.4329, ""customer_focus"": 4.4707, ""employees_culture"": 3.7888, ""diversity_inclusion"": 4.395, ""sustainability_environment"": 1.0609, ""community_social_impact"": 0.4547, ""integrity_ethics_trust"": 5.8347, ""health_safety_wellbeing"": 0.2652, ""financial_performance_growth"": 31.6362}",136,85,0.2308,"downloaded on attempt 1. Clean text length: 263938. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",False,0.0,,0.8846,,insufficient_data,insufficient_data,insufficient_data,
INTC,Intel,Technology,2017,https://www.intel.com/content/www/us/en/company-overview/company-overview.html,,,0,False,,{},,,,,,True,0,0,0.0,Candidates found but none produced usable text. https://www.intel.com/content/www/us/en/company-overview/company-overview.html len=0 score=43 bad_text=False | https://www.intel.com/content/www/us/en/company-overview/company-overview.html len=0 score=43 bad_text=False | http://www.intel.com/content/www/us/en/company-overview/company-overview.html len=0 score=43 bad_text=False | https://www.intel.com/content/www/us/en/company-overview/company-overview.html len=0 score=43 bad_text=False | http://www.intel.com:80/content/www/us/en/company-overview/company-overview.html len=0 score=43 bad_text=False | https://www.intel.com/content/www/us/en/company-overview/company-overview.html len=0 score=43 bad_text=False | https://www.intel.com/content/www/us/en/company-overview/company-overview.html len=0 score=43 bad_text=False | https://www.intel.com/content/www/us/en/company-overview/company-overview.html len=0 score=43 bad_text=False,DEF 14A proxy statement,SEC EDGAR,2017-04-06,0001193125-17-112133,https://www.sec.gov/Archives/edgar/data/50863/000119312517112133/d312067ddef14a.htm,390487,True,innovation;customer_focus;employees_culture;diversity_inclusion;sustainability_environment;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 134, ""customer_focus"": 143, ""employees_culture"": 152, ""diversity_inclusion"": 172, ""sustainability_environment"": 32, ""community_social_impact"": 9, ""integrity_ethics_trust"": 179, ""health_safety_wellbeing"": 15, ""financial_performance_growth"": 1044}","{""innovation"": 3.4316, ""customer_focus"": 3.6621, ""employees_culture"": 3.8926, ""diversity_inclusion"": 4.4048, ""sustainability_environment"": 0.8195, ""community_social_impact"": 0.2305, ""integrity_ethics_trust"": 4.584, ""health_safety_wellbeing"": 0.3841, ""financial_performance_growth"": 26.7358}",146,93,0.2218,"downloaded on attempt 1. Clean text length: 390487. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",False,0.0,,0.8891,,insufficient_data,insufficient_data,insufficient_data,
INTC,Intel,Technology,2018,https://www.intel.com/content/www/us/en/company-overview/company-overview.html,,,0,False,,{},,,,,,True,0,0,0.0,Candidates found but none produced usable text. https://www.intel.com/content/www/us/en/company-overview/company-overview.html len=0 score=43 bad_text=False | https://www.intel.com/content/www/us/en/company-overview/company-overview.html len=0 score=43 bad_text=False | https://www.intel.com/content/www/us/en/company-overview/company-overview.html len=0 score=43 bad_text=False | https://www.intel.com/content/www/us/en/company-overview/company-overview.html len=0 score=43 bad_text=False | https://www.intel.com/content/www/us/en/company-overview/company-overview.html len=0 score=43 bad_text=False | https://www.intel.com/content/www/us/en/company-overview/company-overview.html len=0 score=43 bad_text=False | https://www.intel.com/content/www/us/en/company-overview/company-overview.html len=0 score=43 bad_text=False | https://www.intel.com/content/www/us/en/company-overview/company-overview.html len=0 score=43 bad_text=False,DEF 14A proxy statement,SEC EDGAR,2018-04-05,0001193125-18-107675,https://www.sec.gov/Archives/edgar/data/50863/000119312518107675/d498273ddef14a.htm,333090,True,innovation;customer_focus;employees_culture;diversity_inclusion;sustainability_environment;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 169, ""customer_focus"": 183, ""employees_culture"": 164, ""diversity_inclusion"": 134, ""sustainability_environment"": 45, ""community_social_impact"": 22, ""integrity_ethics_trust"": 215, ""health_safety_wellbeing"": 32, ""financial_performance_growth"": 975}","{""innovation"": 5.0737, ""customer_focus"": 5.494, ""employees_culture"": 4.9236, ""diversity_inclusion"": 4.0229, ""sustainability_environment"": 1.351, ""community_social_impact"": 0.6605, ""integrity_ethics_trust"": 6.4547, ""health_safety_wellbeing"": 0.9607, ""financial_performance_growth"": 29.2714}",146,99,0.1918,"downloaded on attempt 1. Clean text length: 333090. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",False,0.0,,0.9041,,insufficient_data,insufficient_data,insufficient_data,
